,APC,TP53,KRAS,PIK3CA,FBXW7,BRAF,ARID1A,SOX9,RNF43,SMAD4,KMT2D,PTPRS
APC,2.06,0.2,0.0,-0.0,-0.0,-0.91,-0.01,-0.0,-1.83,-0.0,-0.16,-0.01
TP53,0.19,1.56,-0.0,-0.55,-0.0,-0.0,-0.03,-0.27,-0.98,-0.0,-0.28,-0.01
KRAS,0.0,-0.0,1.1,0.0,-0.0,-1.12,-0.0,-0.0,-1.03,0.0,-0.0,-0.0
PIK3CA,0.0,-0.35,0.0,0.27,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
FBXW7,-0.0,-0.0,-0.0,0.0,-0.27,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRAF,-0.85,-0.0,-0.95,-0.0,-0.0,0.15,0.0,0.0,0.02,-0.0,0.0,0.0
ARID1A,-0.01,-0.02,-0.0,0.0,0.0,0.0,-0.5,0.0,0.01,0.0,0.03,0.0
SOX9,-0.0,-0.18,-0.0,-0.0,0.0,0.0,0.0,-0.44,-0.0,-0.0,0.0,-0.0
RNF43,-1.43,-0.57,-0.75,-0.0,0.0,0.02,0.0,-0.0,0.3,0.0,0.36,0.0
SMAD4,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.45,-0.0,0.0
KMT2D,-0.14,-0.2,-0.0,0.0,0.0,0.0,0.03,0.0,0.54,0.0,-0.57,0.0
PTPRS,-0.01,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.01,0.0,0.0,-0.89
Observation,0.65,1.86,0.79,0.0,0.0,0.15,0.01,0.0,0.0,0.0,0.0,0.0
