,APC,TP53,KRAS,PIK3CA,FBXW7,BRAF,ARID1A,SOX9,RNF43,SMAD4,KMT2D,PTPRS
APC,2.39,0.5,0.0,-0.0,-0.0,-0.83,-0.0,0.0,-2.01,-0.0,-0.01,-0.11
TP53,0.44,1.68,-0.11,-0.28,-0.0,-0.0,-0.08,-0.2,-1.07,-0.0,-0.17,-0.13
KRAS,0.0,-0.07,1.65,0.1,0.0,-1.15,-0.0,-0.0,-1.31,0.0,-0.08,-0.0
PIK3CA,0.0,-0.19,0.11,0.69,-0.0,-0.0,-0.0,-0.0,-0.12,-0.0,0.0,-0.0
FBXW7,-0.0,-0.0,0.0,-0.0,0.03,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
BRAF,-0.76,-0.0,-1.05,-0.0,0.0,0.41,-0.0,-0.0,0.27,0.0,0.0,-0.0
ARID1A,-0.0,-0.06,-0.0,-0.0,0.0,-0.0,-0.27,0.0,0.14,-0.0,0.36,0.03
SOX9,0.0,-0.15,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
RNF43,-1.58,-0.7,-1.0,-0.08,0.0,0.23,0.09,0.0,0.76,-0.0,0.5,0.2
SMAD4,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.21,-0.0,-0.0
KMT2D,-0.01,-0.13,-0.07,0.0,0.0,0.0,0.32,0.0,0.79,-0.0,-0.32,0.23
PTPRS,-0.11,-0.09,-0.0,-0.0,0.0,0.0,0.02,0.0,0.3,-0.0,0.24,-0.35
Observation,0.74,2.52,0.55,0.5,0.0,0.31,0.46,0.05,0.0,0.02,0.0,0.11
