,APC,TP53,KRAS,PIK3CA,FBXW7,BRAF,ARID1A,SOX9,RNF43,SMAD4,KMT2D,PTPRS
APC,2.35,0.22,0.0,0.01,-0.0,-0.97,-0.02,-0.0,-1.72,-0.0,-0.17,-0.0
TP53,0.2,1.74,-0.01,-0.57,-0.0,-0.0,-0.11,-0.17,-0.85,0.0,-0.25,-0.19
KRAS,0.0,-0.01,1.44,0.06,0.0,-1.49,-0.17,0.0,-0.9,0.0,-0.03,-0.0
PIK3CA,0.01,-0.4,0.07,0.58,-0.09,-0.0,-0.0,-0.0,-0.02,-0.0,0.0,-0.0
FBXW7,-0.0,-0.0,0.0,-0.09,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
BRAF,-0.89,-0.0,-1.33,-0.0,0.0,0.56,0.0,-0.0,0.22,-0.0,0.0,0.0
ARID1A,-0.02,-0.07,-0.15,-0.0,0.0,0.0,-0.29,0.0,0.25,0.0,0.48,0.01
SOX9,-0.0,-0.13,0.0,-0.0,-0.0,-0.0,-0.0,-0.21,0.0,-0.0,0.0,0.0
RNF43,-1.39,-0.59,-0.7,-0.02,-0.0,0.2,0.18,0.0,0.52,-0.0,0.69,0.09
SMAD4,-0.0,0.0,0.0,-0.0,-0.01,-0.0,-0.0,-0.0,-0.0,-0.31,-0.0,-0.0
KMT2D,-0.16,-0.17,-0.03,0.0,0.0,0.0,0.42,0.0,0.99,-0.0,-0.37,0.16
PTPRS,-0.0,-0.12,-0.0,-0.0,0.0,0.0,0.01,0.0,0.13,-0.0,0.18,-0.52
Observation,0.74,2.07,0.77,0.23,0.01,0.43,0.35,0.18,0.0,0.13,0.0,0.0
