,APC,TP53,KRAS,PIK3CA,FBXW7,BRAF,ARID1A,SOX9,RNF43,SMAD4,KMT2D,PTPRS
APC,2.27,0.31,0.14,-0.0,0.0,-0.72,-0.13,-0.0,-1.78,-0.05,-0.24,-0.0
TP53,0.28,1.88,-0.03,-0.5,-0.0,-0.0,-0.13,-0.49,-1.17,-0.0,-0.26,-0.13
KRAS,0.16,-0.02,1.39,0.2,0.0,-1.33,-0.18,-0.0,-0.93,0.0,-0.32,-0.08
PIK3CA,-0.0,-0.31,0.22,0.61,0.0,-0.0,-0.0,-0.0,-0.2,-0.0,0.0,-0.0
FBXW7,0.0,-0.0,0.0,0.0,0.13,-0.01,-0.0,-0.0,-0.0,-0.01,-0.0,-0.0
BRAF,-0.68,-0.0,-1.2,-0.0,-0.01,0.44,0.03,0.0,0.17,-0.0,0.0,0.0
ARID1A,-0.13,-0.09,-0.17,-0.0,-0.0,0.03,-0.26,-0.0,0.39,0.0,0.5,0.0
SOX9,0.0,-0.35,-0.0,-0.0,-0.0,0.0,-0.0,-0.03,-0.0,-0.0,-0.0,0.0
RNF43,-1.45,-0.67,-0.68,-0.15,-0.0,0.13,0.25,-0.0,0.67,0.0,0.56,0.34
SMAD4,-0.05,-0.0,0.0,-0.0,-0.01,-0.0,-0.0,-0.0,0.0,-0.17,-0.0,-0.0
KMT2D,-0.21,-0.18,-0.26,0.0,-0.0,0.0,0.45,-0.0,0.81,-0.0,-0.25,0.09
PTPRS,-0.0,-0.11,-0.07,0.0,-0.0,0.0,0.0,0.0,0.55,-0.0,0.11,-0.38
Observation,0.75,2.02,0.85,0.34,0.0,0.59,0.09,0.05,0.0,0.17,0.0,0.01
