,APC,TP53,KRAS,PIK3CA,FBXW7,BRAF,ARID1A,SOX9,RNF43,SMAD4,KMT2D,PTPRS
APC,2.16,0.14,0.0,-0.0,0.0,-0.64,-0.04,0.0,-1.8,-0.0,-0.18,-0.13
TP53,0.13,1.58,-0.01,-0.53,-0.0,-0.0,-0.34,-0.19,-1.18,-0.0,-0.01,-0.0
KRAS,0.01,-0.0,1.13,0.0,0.0,-1.04,-0.0,0.0,-1.06,-0.0,-0.0,-0.0
PIK3CA,-0.0,-0.34,0.0,0.38,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
FBXW7,0.0,-0.0,0.0,0.0,-0.21,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0
BRAF,-0.65,-0.0,-0.92,-0.0,-0.0,0.2,0.0,-0.0,0.04,0.0,0.0,0.0
ARID1A,-0.04,-0.25,-0.0,0.0,0.0,0.0,-0.38,0.0,0.19,-0.0,0.1,0.01
SOX9,0.0,-0.12,0.0,0.0,0.0,-0.0,-0.0,-0.37,-0.0,-0.0,-0.0,-0.0
RNF43,-1.45,-0.74,-0.77,-0.0,-0.0,0.03,0.12,-0.0,0.44,-0.0,0.49,0.01
SMAD4,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.57,-0.0,-0.0
KMT2D,-0.17,-0.01,-0.0,0.0,0.0,0.0,0.1,-0.0,0.77,-0.0,-0.62,0.02
PTPRS,-0.13,-0.0,-0.0,-0.0,-0.0,0.0,0.01,-0.0,0.02,-0.0,0.02,-0.54
Observation,0.49,1.95,0.82,0.09,0.0,0.37,0.01,0.0,0.0,0.0,0.0,0.0
