,APC,TP53,KRAS,PIK3CA,FBXW7,BRAF,ARID1A,SOX9,RNF43,SMAD4,KMT2D,PTPRS
APC,2.34,0.33,0.07,-0.0,-0.0,-0.83,-0.0,-0.0,-1.95,-0.0,-0.21,-0.01
TP53,0.31,2.04,-0.25,-0.61,0.01,-0.14,-0.18,-0.45,-1.09,-0.0,-0.52,-0.0
KRAS,0.1,-0.16,1.54,0.13,0.0,-1.25,-0.03,0.0,-1.0,0.0,-0.24,-0.0
PIK3CA,-0.0,-0.4,0.13,0.79,-0.0,0.0,-0.0,-0.0,-0.23,-0.0,-0.0,-0.0
FBXW7,-0.0,0.01,0.0,-0.0,0.05,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
BRAF,-0.8,-0.12,-1.13,0.0,-0.0,0.4,0.07,-0.0,0.15,-0.0,0.0,0.0
ARID1A,-0.0,-0.14,-0.03,0.0,-0.0,0.08,-0.16,-0.0,0.4,-0.0,0.34,0.07
SOX9,-0.0,-0.36,0.0,-0.0,0.0,-0.0,-0.0,0.04,0.0,0.0,0.0,-0.0
RNF43,-1.46,-0.73,-0.76,-0.16,-0.0,0.12,0.25,0.0,0.72,-0.0,0.6,0.24
SMAD4,-0.0,0.0,0.01,-0.0,-0.0,-0.01,-0.0,0.0,-0.0,-0.15,-0.0,-0.0
KMT2D,-0.2,-0.4,-0.21,-0.0,-0.0,0.0,0.3,0.0,0.93,-0.0,-0.25,0.13
PTPRS,-0.01,-0.0,-0.0,-0.0,-0.0,0.0,0.06,-0.0,0.38,-0.0,0.15,-0.56
Observation,0.89,1.93,0.8,0.13,0.0,0.5,0.39,0.18,0.0,0.02,0.13,0.0
