,APC,TP53,KRAS,PIK3CA,FBXW7,BRAF,ARID1A,SOX9,RNF43,SMAD4,KMT2D,PTPRS
APC,2.01,0.32,0.01,-0.0,-0.0,-0.81,-0.02,-0.0,-1.63,-0.0,-0.01,-0.0
TP53,0.28,1.5,-0.14,-0.35,-0.0,-0.0,-0.4,-0.01,-0.95,-0.0,-0.05,-0.03
KRAS,0.01,-0.1,1.22,0.03,-0.0,-1.24,-0.12,-0.0,-0.91,0.0,-0.0,-0.0
PIK3CA,-0.0,-0.23,0.03,0.38,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
FBXW7,-0.0,-0.0,-0.0,-0.0,-0.25,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
BRAF,-0.72,-0.0,-1.1,-0.0,0.0,0.09,0.0,-0.0,0.0,-0.0,0.0,-0.0
ARID1A,-0.02,-0.28,-0.11,0.0,0.0,0.0,-0.4,0.0,0.3,-0.0,0.01,0.0
SOX9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.42,0.0,0.0,0.0,-0.0
RNF43,-1.18,-0.56,-0.69,-0.0,-0.0,0.0,0.21,0.0,0.3,-0.0,0.37,0.0
SMAD4,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.55,-0.0,0.0
KMT2D,-0.01,-0.04,-0.0,-0.0,0.0,0.0,0.01,0.0,0.57,0.0,-0.72,0.0
PTPRS,-0.0,-0.02,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.74
Observation,0.71,1.94,0.55,0.24,0.0,0.07,0.01,0.0,0.0,0.0,0.0,0.0
