,APC,TP53,KRAS,PIK3CA,FBXW7,BRAF,ARID1A,SOX9,RNF43,SMAD4,KMT2D,PTPRS
APC,2.4,0.3,0.09,-0.0,-0.01,-0.95,-0.01,-0.0,-1.91,-0.0,-0.11,-0.21
TP53,0.29,1.9,-0.3,-0.31,-0.0,-0.06,-0.24,-0.4,-0.91,-0.0,-0.31,-0.01
KRAS,0.12,-0.22,1.61,0.02,0.0,-1.31,-0.17,0.0,-1.28,-0.0,-0.02,0.0
PIK3CA,-0.0,-0.2,0.02,0.68,0.0,-0.0,-0.0,-0.0,-0.0,-0.03,0.0,-0.0
FBXW7,-0.01,-0.0,0.0,0.0,0.09,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
BRAF,-0.9,-0.04,-1.22,-0.0,0.0,0.61,0.0,-0.0,0.19,0.0,0.0,-0.0
ARID1A,-0.01,-0.18,-0.18,-0.0,-0.0,0.0,-0.17,0.0,0.25,0.0,0.43,0.27
SOX9,0.0,-0.29,0.0,-0.0,-0.0,-0.0,0.0,-0.04,-0.0,0.0,-0.0,-0.0
RNF43,-1.47,-0.54,-1.02,-0.0,-0.0,0.16,0.16,-0.0,0.66,-0.0,0.69,0.29
SMAD4,-0.0,-0.0,-0.0,-0.03,-0.0,0.0,0.0,0.0,-0.0,-0.09,-0.0,-0.0
KMT2D,-0.11,-0.19,-0.02,0.0,0.0,0.0,0.39,-0.0,1.08,-0.0,-0.3,0.0
PTPRS,-0.19,-0.01,0.0,-0.0,-0.0,0.0,0.26,-0.0,0.42,-0.0,0.0,-0.32
Observation,0.88,2.16,0.59,0.36,0.0,0.51,0.51,0.0,0.0,0.17,0.0,0.0
