,APC,TP53,KRAS,PIK3CA,FBXW7,BRAF,ARID1A,SOX9,RNF43,SMAD4,KMT2D,PTPRS
APC,2.08,0.24,0.01,-0.0,-0.0,-0.76,-0.01,-0.0,-1.88,-0.0,-0.01,-0.0
TP53,0.24,1.5,-0.1,-0.53,-0.0,-0.0,-0.04,-0.14,-1.01,-0.0,-0.0,-0.0
KRAS,0.01,-0.07,1.09,0.0,-0.0,-0.84,-0.0,-0.0,-0.86,0.0,-0.0,-0.0
PIK3CA,-0.0,-0.34,0.0,0.35,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
FBXW7,-0.0,-0.0,-0.0,-0.0,-0.33,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0
BRAF,-0.72,-0.0,-0.74,-0.0,-0.0,0.07,0.0,-0.0,0.0,0.0,0.0,0.0
ARID1A,-0.0,-0.03,-0.0,0.0,0.0,0.0,-0.46,0.0,0.37,-0.0,0.18,0.01
SOX9,-0.0,-0.1,-0.0,0.0,0.0,-0.0,0.0,-0.29,0.0,-0.0,0.0,-0.0
RNF43,-1.4,-0.59,-0.62,-0.0,0.0,0.0,0.25,0.0,0.39,-0.0,0.45,0.03
SMAD4,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.55,-0.0,-0.0
KMT2D,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.18,0.0,0.67,-0.0,-0.81,0.0
PTPRS,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.01,-0.0,0.04,-0.0,0.0,-0.73
Observation,0.63,2.02,0.72,0.0,0.0,0.18,0.01,0.06,0.0,0.0,0.0,0.0
