,APC,TP53,KRAS,PIK3CA,FBXW7,BRAF,ARID1A,SOX9,RNF43,SMAD4,KMT2D,PTPRS
APC,2.13,0.57,0.01,-0.0,-0.0,-0.94,-0.06,0.0,-1.77,-0.0,-0.08,-0.01
TP53,0.48,1.72,-0.19,-0.58,-0.0,-0.0,-0.12,-0.01,-1.27,-0.0,-0.11,-0.05
KRAS,0.01,-0.13,1.45,0.02,-0.0,-1.17,-0.06,0.0,-1.24,0.0,-0.12,-0.0
PIK3CA,-0.0,-0.42,0.02,0.57,-0.0,-0.01,-0.0,-0.0,-0.01,-0.06,-0.0,0.0
FBXW7,-0.0,-0.0,-0.0,-0.0,-0.16,0.0,0.0,-0.0,-0.0,-0.0,0.01,0.0
BRAF,-0.86,-0.0,-1.05,-0.01,0.0,0.35,0.0,-0.0,0.32,0.0,0.0,-0.0
ARID1A,-0.06,-0.09,-0.05,-0.0,0.0,0.0,-0.28,-0.0,0.4,0.0,0.39,0.26
SOX9,0.0,-0.01,0.0,-0.0,-0.0,-0.0,-0.0,-0.21,-0.0,-0.0,0.0,-0.0
RNF43,-1.38,-0.74,-0.97,-0.01,-0.0,0.29,0.25,-0.0,0.5,0.0,0.74,0.32
SMAD4,-0.0,-0.0,0.0,-0.06,-0.0,0.0,0.0,-0.0,0.0,-0.2,-0.0,-0.0
KMT2D,-0.07,-0.07,-0.11,0.0,0.01,0.0,0.36,0.0,1.21,-0.0,-0.49,0.07
PTPRS,-0.01,-0.04,-0.0,0.01,0.0,-0.0,0.27,0.0,0.51,-0.0,0.08,-0.46
Observation,0.88,2.06,0.75,0.11,0.0,0.41,0.1,0.3,0.0,0.13,0.01,0.15
