,APC,TP53,KRAS,PIK3CA,FBXW7,BRAF,ARID1A,SOX9,RNF43,SMAD4,KMT2D,PTPRS
APC,2.27,0.33,0.0,0.0,-0.0,-0.79,-0.0,-0.07,-1.85,-0.0,-0.15,-0.01
TP53,0.29,1.95,-0.28,-0.64,-0.0,-0.0,-0.35,-0.41,-1.0,-0.0,-0.19,-0.01
KRAS,0.01,-0.21,1.56,0.06,-0.0,-1.5,-0.17,0.0,-1.21,0.08,-0.0,-0.04
PIK3CA,0.01,-0.4,0.07,0.61,0.0,-0.0,-0.0,-0.0,-0.02,-0.01,-0.0,0.0
FBXW7,-0.0,-0.0,0.0,0.0,0.03,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
BRAF,-0.72,-0.0,-1.43,-0.0,-0.0,0.41,0.0,0.0,0.31,-0.0,0.0,0.0
ARID1A,-0.0,-0.23,-0.16,-0.0,0.0,0.0,-0.21,0.0,0.57,-0.0,0.32,0.0
SOX9,-0.07,-0.31,0.0,-0.0,-0.0,0.0,0.0,-0.08,-0.0,0.0,0.0,0.0
RNF43,-1.42,-0.63,-0.93,-0.02,-0.0,0.25,0.36,-0.0,0.62,-0.0,0.66,0.32
SMAD4,-0.0,0.0,0.08,-0.01,-0.0,-0.0,-0.0,0.0,-0.01,-0.29,-0.0,-0.0
KMT2D,-0.14,-0.14,-0.0,-0.0,0.0,0.0,0.31,0.0,1.05,-0.0,-0.46,0.01
PTPRS,-0.01,-0.01,-0.04,0.0,0.0,0.0,0.0,0.0,0.53,-0.0,0.01,-0.58
Observation,0.75,2.03,0.7,0.1,0.0,0.61,0.18,0.19,0.01,0.2,0.02,0.04
